customer_id,loan_id,loan_type,loan_amount,interest_rate,loan_term,employment_type,income_level,credit_score,gender,marital_status,education_level,default_status,application_date,approval_date,disbursement_date,due_date
CUST-00003190,LN00004045,"Education Loan",16358,0,32,Full-time,High,542,Female,Married,"High School",False,2018-01-30,2018-02-18,2018-02-18,2018-04-17
CUST-00004900,LN00002480,"Car Loan",95914,0,49,Part-time,High,666,Male,Married,"High School",False,2019-01-27,2019-02-16,2019-02-22,2019-03-25
CUST-00001468,LN00003862,"Education Loan",77918,0,32,Full-time,Medium,799,Male,Married,PhD,False,2020-11-29,2020-12-16,2020-12-20,2021-04-03
CUST-00004853,LN00001348,"Education Loan",15596,0,49,Full-time,Low,551,Male,Divorced,PhD,False,2022-10-01,2022-10-19,2022-10-31,2023-04-22
CUST-00002761,LN00001317,"Home Loan",34572,0,51,Part-time,Low,621,Female,Married,Master,True,2020-07-04,2020-07-21,2020-07-27,2020-11-21
CUST-00004457,LN00003607,"Home Loan",79757,0,26,Full-time,Medium,675,Female,Divorced,Master,False,2022-08-19,2022-09-01,2022-09-10,2022-11-02
CUST-00001394,LN00003839,"Personal Loan",2279,0,29,Part-time,Medium,708,Female,Single,PhD,False,2018-10-11,2018-10-30,2018-11-07,2019-03-18
CUST-00003694,LN00004059,"Education Loan",64197,0,40,Self-employed,High,787,Female,Divorced,PhD,False,2018-02-28,2018-03-22,2018-04-04,2018-05-28
CUST-00004308,LN00000316,"Car Loan",63516,0,59,Full-time,Medium,642,Female,Married,Master,False,2020-08-15,2020-08-19,2020-09-02,2021-01-26
CUST-00001700,LN00000221,"Personal Loan",8083,0,49,Full-time,High,539,Male,Divorced,PhD,False,2020-10-04,2020-11-02,2020-11-02,2021-01-03
CUST-00001121,LN00002262,"Personal Loan",18771,0,32,Part-time,Low,438,Female,Divorced,"High School",False,2021-09-15,2021-09-21,2021-09-28,2022-02-12
CUST-00001572,LN00000845,"Personal Loan",30975,0,28,Self-employed,High,421,Male,Married,Master,False,2022-10-16,2022-10-27,2022-11-05,2023-01-16
CUST-00004874,LN00001515,"Home Loan",46648,0,52,Full-time,Medium,719,Female,Married,PhD,False,2021-07-10,2021-07-26,2021-08-09,2021-09-24
CUST-00000729,LN00001109,"Home Loan",49285,0,29,Full-time,High,603,Male,Single,Bachelor,False,2021-09-09,2021-10-08,2021-10-11,2021-11-16
CUST-00003505,LN00001731,"Personal Loan",20063,0,48,Self-employed,High,414,Male,Divorced,Bachelor,False,2020-11-13,2020-12-01,2020-12-09,2021-02-03
CUST-00000616,LN00003186,"Home Loan",68642,0,49,Full-time,Medium,642,Female,Single,Master,False,2021-10-09,2021-10-24,2021-11-05,2022-01-09
CUST-00000371,LN00001239,"Home Loan",91093,0,23,Part-time,High,550,Male,Single,Bachelor,False,2020-01-21,2020-01-22,2020-01-23,2020-07-17
CUST-00003465,LN00002925,"Personal Loan",87143,0,22,Self-employed,Low,306,Male,Divorced,Bachelor,False,2020-12-13,2020-12-24,2021-01-01,2021-02-14
CUST-00004728,LN00001191,"Car Loan",38599,0,59,Self-employed,High,478,Male,Single,"High School",True,2022-12-11,2023-01-08,2023-01-15,2023-04-24
CUST-00004857,LN00004383,"Car Loan",52920,0,31,Full-time,Medium,444,Male,Divorced,Master,False,2022-09-04,2022-09-20,2022-10-03,2023-01-09
CUST-00004943,LN00003567,"Home Loan",29529,0,20,Self-employed,Medium,715,Male,Single,Bachelor,False,2021-08-21,2021-09-10,2021-09-15,2021-12-06
CUST-00000948,LN00002432,"Car Loan",36954,0,12,Self-employed,Medium,420,Male,Single,PhD,False,2018-11-15,2018-11-17,2018-11-21,2018-12-22
CUST-00001120,LN00002895,"Car Loan",28856,0,14,Self-employed,High,423,Female,Divorced,Master,False,2019-12-22,2019-12-29,2019-12-31,2020-05-15
CUST-00001456,LN00001457,"Home Loan",3573,0,32,Full-time,Low,449,Male,Married,Master,True,2020-12-04,2020-12-08,2020-12-08,2021-06-01
CUST-00002549,LN00001110,"Car Loan",79344,0,34,Self-employed,Medium,696,Female,Divorced,Bachelor,False,2018-12-28,2019-01-17,2019-01-31,2019-06-22
CUST-00002423,LN00001931,"Home Loan",36367,0,20,Full-time,Medium,680,Male,Married,Bachelor,False,2020-02-01,2020-02-23,2020-02-28,2020-08-01
CUST-00003612,LN00003117,"Education Loan",61774,0,30,Self-employed,Low,300,Male,Divorced,"High School",False,2022-01-24,2022-02-16,2022-02-25,2022-05-14
CUST-00002547,LN00000623,"Personal Loan",24752,0,56,Part-time,Medium,543,Male,Divorced,PhD,False,2018-01-07,2018-01-23,2018-01-27,2018-06-21
CUST-00001341,LN00002338,"Car Loan",56029,0,57,Self-employed,High,697,Male,Married,"High School",True,2021-07-06,2021-07-26,2021-08-02,2021-10-30
CUST-00003846,LN00001931,"Personal Loan",18685,0,30,Self-employed,Medium,550,Male,Married,"High School",True,2018-03-29,2018-04-22,2018-04-22,2018-09-25
CUST-00001519,LN00002745,"Personal Loan",52693,0,34,Self-employed,Medium,598,Male,Divorced,PhD,False,2020-07-31,2020-08-26,2020-09-07,2020-11-03
CUST-00001960,LN00001259,"Home Loan",56961,0,38,Part-time,High,596,Male,Divorced,Bachelor,False,2021-04-27,2021-05-24,2021-06-02,2021-09-25
CUST-00000711,LN00004502,"Car Loan",77908,0,38,Self-employed,Low,799,Male,Divorced,"High School",True,2019-03-31,2019-04-24,2019-04-24,2019-10-06
CUST-00004571,LN00001969,"Car Loan",75532,0,50,Part-time,Low,414,Female,Married,Master,False,2019-06-26,2019-07-09,2019-07-15,2019-09-14
CUST-00000574,LN00003296,"Education Loan",82994,0,47,Part-time,Medium,300,Female,Divorced,"High School",False,2022-03-21,2022-04-12,2022-04-26,2022-06-09
CUST-00002844,LN00002024,"Car Loan",57133,0,23,Part-time,High,781,Female,Married,PhD,False,2021-10-15,2021-10-28,2021-11-04,2022-03-04
CUST-00000508,LN00000877,"Car Loan",98425,0,38,Full-time,High,809,Female,Single,"High School",False,2020-09-07,2020-09-10,2020-09-23,2021-02-27
CUST-00002223,LN00002245,"Home Loan",62268,0,57,Full-time,Low,634,Male,Married,"High School",False,2019-01-04,2019-01-18,2019-01-27,2019-06-28
CUST-00004788,LN00002527,"Personal Loan",93201,0,45,Part-time,Low,764,Male,Single,Master,False,2021-05-08,2021-05-09,2021-05-20,2021-09-22
CUST-00001295,LN00003590,"Education Loan",39243,0,44,Full-time,Low,440,Male,Divorced,PhD,False,2020-10-27,2020-11-16,2020-11-16,2021-02-10
CUST-00001698,LN00004404,"Car Loan",58384,0,39,Part-time,High,436,Female,Divorced,Master,False,2019-11-10,2019-11-13,2019-11-21,2020-02-05
CUST-00000788,LN00000345,"Car Loan",32653,0,42,Full-time,High,466,Female,Married,Bachelor,True,2019-01-21,2019-02-18,2019-02-24,2019-07-04
CUST-00003790,LN00003673,"Education Loan",27657,0,43,Full-time,High,642,Female,Single,PhD,False,2019-11-14,2019-11-30,2019-12-06,2020-05-01
CUST-00004668,LN00003069,"Home Loan",40952,0,31,Self-employed,Medium,709,Male,Divorced,"High School",False,2019-01-31,2019-02-28,2019-03-07,2019-04-15
CUST-00002234,LN00001914,"Car Loan",23180,0,51,Full-time,Medium,364,Male,Divorced,Master,False,2019-06-24,2019-07-16,2019-07-29,2019-12-22
CUST-00000587,LN00002446,"Car Loan",98432,0,46,Full-time,Low,366,Female,Single,Master,False,2019-09-12,2019-09-14,2019-09-21,2020-01-20
CUST-00003166,LN00000785,"Education Loan",79411,0,42,Self-employed,Low,732,Male,Divorced,PhD,False,2021-03-16,2021-04-06,2021-04-18,2021-07-19
CUST-00003651,LN00001488,"Personal Loan",2622,0,42,Part-time,Medium,349,Male,Divorced,Master,False,2021-07-31,2021-08-27,2021-08-27,2021-12-04
CUST-00004610,LN00004892,"Car Loan",49756,0,49,Self-employed,Medium,613,Male,Married,PhD,False,2021-01-27,2021-02-16,2021-02-19,2021-08-04
CUST-00003250,LN00003849,"Car Loan",41809,0,33,Full-time,Medium,608,Female,Divorced,Bachelor,True,2019-08-11,2019-08-26,2019-09-07,2020-01-08
CUST-00002702,LN00000450,"Personal Loan",17725,0,56,Full-time,Medium,414,Male,Single,PhD,False,2022-06-16,2022-06-27,2022-07-09,2022-09-17
CUST-00004037,LN00001428,"Car Loan",62396,0,52,Part-time,Low,641,Female,Divorced,PhD,False,2022-03-11,2022-03-30,2022-04-09,2022-06-17
CUST-00000556,LN00002596,"Personal Loan",52226,0,20,Full-time,Medium,829,Female,Married,Bachelor,False,2022-02-06,2022-02-08,2022-02-16,2022-04-02
CUST-00001710,LN00002277,"Home Loan",82182,0,20,Self-employed,Medium,794,Male,Divorced,Bachelor,False,2022-11-01,2022-11-25,2022-11-27,2023-01-20
CUST-00003976,LN00000244,"Personal Loan",83565,0,26,Part-time,High,568,Male,Single,"High School",False,2019-12-11,2019-12-15,2019-12-20,2020-06-04
CUST-00004391,LN00002113,"Personal Loan",30402,0,24,Self-employed,Low,379,Male,Divorced,Master,False,2021-03-16,2021-03-31,2021-04-03,2021-05-11
CUST-00003308,LN00003309,"Car Loan",5263,0,33,Full-time,Low,755,Female,Single,Bachelor,False,2019-07-30,2019-08-24,2019-08-24,2019-11-01
CUST-00001511,LN00000946,"Car Loan",97523,0,27,Part-time,High,598,Female,Married,Bachelor,False,2020-05-08,2020-05-14,2020-05-16,2020-08-10
CUST-00002587,LN00001027,"Education Loan",47828,0,43,Full-time,Low,501,Male,Divorced,Master,True,2020-06-03,2020-06-22,2020-06-24,2020-09-07
CUST-00003547,LN00001524,"Car Loan",48924,0,13,Full-time,Low,802,Male,Divorced,Master,True,2020-06-23,2020-07-08,2020-07-22,2020-12-17
CUST-00004077,LN00003109,"Car Loan",75182,0,37,Self-employed,Medium,784,Female,Married,"High School",False,2019-05-18,2019-06-03,2019-06-15,2019-07-21
CUST-00003507,LN00003693,"Personal Loan",94065,0,25,Full-time,Medium,317,Female,Single,"High School",False,2020-07-25,2020-07-26,2020-07-28,2020-12-20
CUST-00004344,LN00003050,"Home Loan",60052,0,49,Self-employed,Low,777,Female,Single,PhD,False,2018-02-19,2018-03-02,2018-03-12,2018-08-16
CUST-00003634,LN00003322,"Car Loan",12664,0,45,Full-time,High,787,Female,Divorced,"High School",False,2022-03-26,2022-04-20,2022-04-25,2022-09-14
CUST-00002407,LN00003307,"Personal Loan",36737,0,19,Self-employed,High,745,Female,Single,Bachelor,False,2018-08-13,2018-08-25,2018-09-02,2019-01-28
CUST-00001462,LN00004239,"Education Loan",90563,0,47,Self-employed,Low,639,Male,Single,Bachelor,False,2018-03-23,2018-03-27,2018-04-02,2018-08-13
CUST-00002172,LN00000061,"Education Loan",30373,0,32,Part-time,Low,830,Female,Divorced,Master,False,2018-07-01,2018-07-16,2018-07-22,2018-10-16
CUST-00000403,LN00004175,"Home Loan",37397,0,57,Part-time,Low,415,Female,Single,"High School",False,2019-06-06,2019-07-05,2019-07-05,2019-12-26
CUST-00000284,LN00003399,"Home Loan",87145,0,54,Full-time,Low,373,Male,Single,PhD,False,2020-06-21,2020-07-18,2020-07-30,2020-09-22
CUST-00000241,LN00002415,"Home Loan",39709,0,39,Full-time,Medium,568,Female,Divorced,PhD,False,2021-10-15,2021-10-22,2021-11-05,2022-03-25
CUST-00004263,LN00003779,"Personal Loan",62120,0,57,Part-time,Medium,415,Female,Divorced,PhD,False,2020-07-16,2020-08-08,2020-08-16,2021-01-27
CUST-00004657,LN00003607,"Car Loan",20250,0,55,Self-employed,Low,463,Male,Single,PhD,False,2018-08-23,2018-09-19,2018-09-22,2018-12-15
CUST-00002196,LN00000390,"Personal Loan",22172,0,59,Self-employed,High,521,Female,Divorced,Master,False,2020-04-01,2020-04-14,2020-04-26,2020-10-19
CUST-00000701,LN00004617,"Education Loan",12555,0,17,Part-time,Medium,425,Male,Single,"High School",False,2021-09-11,2021-09-18,2021-09-25,2021-11-25
CUST-00002671,LN00001676,"Education Loan",88410,0,31,Part-time,Low,475,Female,Single,"High School",False,2022-01-30,2022-02-27,2022-03-10,2022-07-04
CUST-00001920,LN00001778,"Car Loan",79617,0,42,Full-time,High,674,Female,Single,"High School",False,2022-01-10,2022-02-03,2022-02-03,2022-05-15
CUST-00004361,LN00000253,"Home Loan",54276,0,44,Self-employed,Medium,797,Male,Single,"High School",False,2022-11-04,2022-11-21,2022-11-28,2023-01-18
CUST-00002549,LN00003167,"Education Loan",58492,0,55,Part-time,Medium,384,Female,Divorced,PhD,True,2020-01-17,2020-02-05,2020-02-13,2020-07-27
CUST-00002327,LN00001715,"Home Loan",54002,0,18,Self-employed,Low,682,Female,Divorced,PhD,False,2019-06-30,2019-07-11,2019-07-15,2019-09-28
CUST-00002797,LN00002051,"Personal Loan",90599,0,19,Self-employed,High,762,Male,Married,Master,False,2018-02-12,2018-02-22,2018-02-28,2018-04-03
CUST-00002207,LN00000696,"Home Loan",73355,0,20,Part-time,Low,750,Female,Divorced,Master,False,2019-01-17,2019-02-01,2019-02-11,2019-03-24
CUST-00004595,LN00002094,"Personal Loan",92248,0,13,Self-employed,Medium,817,Female,Married,PhD,False,2021-03-02,2021-03-27,2021-04-05,2021-05-31
CUST-00001611,LN00004749,"Car Loan",25762,0,28,Full-time,High,849,Female,Single,Bachelor,False,2019-02-07,2019-02-28,2019-03-01,2019-06-22
CUST-00000488,LN00002573,"Home Loan",12046,0,56,Part-time,Medium,415,Female,Divorced,"High School",False,2022-07-07,2022-07-21,2022-07-21,2023-01-05
CUST-00000465,LN00001506,"Car Loan",97999,0,48,Self-employed,Low,307,Female,Single,Master,False,2021-10-25,2021-11-06,2021-11-17,2022-01-21
CUST-00004324,LN00003669,"Home Loan",29769,0,53,Part-time,Low,517,Male,Married,PhD,False,2018-02-23,2018-03-16,2018-03-28,2018-06-17
CUST-00000666,LN00004514,"Education Loan",54302,0,55,Part-time,Medium,703,Female,Divorced,"High School",False,2019-10-16,2019-11-12,2019-11-22,2020-04-29
CUST-00001490,LN00002744,"Car Loan",24150,0,28,Self-employed,Low,603,Female,Divorced,"High School",True,2019-07-15,2019-08-11,2019-08-16,2019-11-27
CUST-00000799,LN00004655,"Home Loan",69247,0,49,Full-time,Low,766,Male,Divorced,PhD,True,2020-02-18,2020-03-09,2020-03-17,2020-04-27
CUST-00002801,LN00003278,"Car Loan",5853,0,46,Part-time,Medium,387,Male,Divorced,Bachelor,False,2018-06-08,2018-06-25,2018-07-06,2018-09-28
CUST-00003299,LN00001299,"Home Loan",95613,0,58,Self-employed,High,309,Male,Single,Bachelor,False,2020-08-19,2020-09-11,2020-09-11,2020-12-29
CUST-00003241,LN00004691,"Personal Loan",90399,0,50,Part-time,Medium,607,Male,Divorced,Master,False,2018-05-18,2018-05-18,2018-05-31,2018-09-28
CUST-00003356,LN00003251,"Car Loan",22792,0,41,Part-time,Medium,733,Female,Married,PhD,False,2019-06-17,2019-07-15,2019-07-24,2019-10-25
CUST-00003930,LN00002915,"Education Loan",60129,0,17,Self-employed,High,463,Female,Divorced,Master,False,2020-06-15,2020-06-15,2020-06-15,2020-10-26
CUST-00004358,LN00003869,"Car Loan",75478,0,15,Full-time,Low,538,Female,Married,Bachelor,False,2018-09-11,2018-10-08,2018-10-11,2019-02-08
CUST-00003874,LN00002265,"Personal Loan",68298,0,48,Self-employed,High,616,Female,Married,Master,True,2021-08-18,2021-08-18,2021-08-27,2021-11-23
CUST-00000860,LN00003793,"Personal Loan",32987,0,46,Part-time,Medium,634,Female,Single,Master,False,2020-01-05,2020-01-13,2020-01-18,2020-03-12
CUST-00000364,LN00002881,"Education Loan",16850,0,20,Full-time,High,317,Female,Divorced,Bachelor,False,2019-12-16,2020-01-05,2020-01-18,2020-05-30
CUST-00003933,LN00002854,"Personal Loan",13112,0,17,Full-time,Low,370,Female,Married,"High School",False,2022-07-01,2022-07-14,2022-07-28,2022-11-02
CUST-00002146,LN00003708,"Education Loan",25058,0,24,Full-time,High,474,Male,Divorced,"High School",False,2021-01-02,2021-01-29,2021-02-06,2021-07-28
CUST-00002832,LN00002829,"Home Loan",46420,0,33,Full-time,High,638,Female,Single,Bachelor,False,2019-06-16,2019-07-03,2019-07-04,2019-12-21
CUST-00004679,LN00000216,"Personal Loan",39890,0,39,Part-time,Medium,547,Male,Single,"High School",False,2018-10-04,2018-10-30,2018-11-12,2018-12-21
CUST-00003573,LN00004566,"Home Loan",67017,0,41,Self-employed,High,492,Male,Divorced,PhD,False,2019-02-25,2019-02-25,2019-03-01,2019-04-11
CUST-00000916,LN00000180,"Home Loan",48304,0,47,Self-employed,Medium,718,Male,Married,"High School",False,2020-09-23,2020-10-12,2020-10-18,2020-12-15
CUST-00001775,LN00002687,"Personal Loan",33921,0,13,Full-time,Low,624,Female,Single,Bachelor,False,2018-02-26,2018-03-08,2018-03-19,2018-05-30
CUST-00003366,LN00000377,"Education Loan",2524,0,47,Full-time,High,605,Female,Married,PhD,False,2019-07-23,2019-07-24,2019-07-27,2019-11-21
CUST-00000151,LN00002729,"Education Loan",16048,0,19,Self-employed,High,503,Male,Married,Master,False,2018-03-10,2018-03-28,2018-04-09,2018-08-04
CUST-00004964,LN00001828,"Education Loan",36111,0,56,Full-time,Medium,422,Female,Divorced,Bachelor,False,2021-05-06,2021-05-07,2021-05-12,2021-09-29
CUST-00003221,LN00003227,"Personal Loan",38904,0,53,Self-employed,Medium,746,Female,Single,Bachelor,False,2021-03-21,2021-04-13,2021-04-18,2021-09-07
CUST-00003022,LN00002328,"Home Loan",55912,0,20,Self-employed,Low,790,Male,Divorced,"High School",False,2019-12-21,2020-01-19,2020-01-22,2020-04-29
CUST-00004238,LN00001503,"Car Loan",35008,0,12,Full-time,Medium,732,Male,Divorced,PhD,False,2018-07-07,2018-07-25,2018-07-28,2018-12-23
CUST-00003818,LN00004945,"Car Loan",1060,0,24,Self-employed,Medium,427,Female,Divorced,Bachelor,False,2022-08-14,2022-08-15,2022-08-23,2022-10-02
CUST-00001071,LN00000753,"Personal Loan",75666,0,26,Self-employed,Low,847,Male,Married,PhD,True,2020-12-06,2020-12-11,2020-12-21,2021-05-06
CUST-00003444,LN00003170,"Car Loan",84559,0,43,Self-employed,Medium,346,Male,Divorced,PhD,False,2020-07-22,2020-08-13,2020-08-13,2020-11-13
CUST-00004190,LN00000250,"Home Loan",56337,0,45,Full-time,Medium,804,Male,Single,"High School",False,2022-03-04,2022-03-18,2022-03-30,2022-05-20
CUST-00000761,LN00002821,"Car Loan",14350,0,54,Part-time,Medium,414,Female,Married,Bachelor,False,2022-10-10,2022-11-03,2022-11-07,2023-04-28
CUST-00004452,LN00004737,"Education Loan",25354,0,42,Part-time,Medium,715,Female,Divorced,PhD,False,2018-08-31,2018-09-10,2018-09-20,2019-03-05
CUST-00004628,LN00000890,"Home Loan",46186,0,25,Part-time,Low,522,Male,Single,PhD,False,2018-06-29,2018-07-24,2018-08-01,2018-11-08
CUST-00002740,LN00004867,"Personal Loan",29145,0,58,Part-time,Low,802,Male,Divorced,Master,False,2021-03-10,2021-03-25,2021-04-02,2021-07-30
CUST-00002018,LN00004003,"Personal Loan",35020,0,25,Part-time,Medium,395,Female,Divorced,"High School",False,2022-03-03,2022-03-22,2022-03-30,2022-09-09
CUST-00000917,LN00003724,"Education Loan",87123,0,59,Full-time,High,406,Female,Divorced,Bachelor,False,2022-11-08,2022-11-28,2022-11-29,2023-04-03
CUST-00003944,LN00003087,"Car Loan",76186,0,40,Full-time,Low,331,Female,Married,PhD,False,2018-01-08,2018-02-06,2018-02-12,2018-04-25
CUST-00003461,LN00002744,"Personal Loan",86469,0,58,Part-time,High,792,Female,Divorced,"High School",False,2018-04-12,2018-05-08,2018-05-21,2018-11-14
CUST-00001493,LN00004577,"Personal Loan",21581,0,30,Part-time,Medium,365,Female,Single,Bachelor,False,2018-06-09,2018-06-30,2018-07-09,2018-12-10
CUST-00003622,LN00001757,"Home Loan",89929,0,38,Self-employed,Medium,478,Female,Divorced,PhD,True,2019-04-15,2019-04-17,2019-04-24,2019-08-30
CUST-00000727,LN00002623,"Home Loan",24051,0,20,Self-employed,Low,742,Male,Divorced,Bachelor,False,2022-08-08,2022-08-10,2022-08-10,2022-11-14
CUST-00004862,LN00001777,"Home Loan",52474,0,48,Self-employed,High,848,Male,Married,Bachelor,True,2018-01-05,2018-01-23,2018-01-24,2018-05-15
CUST-00001610,LN00004581,"Home Loan",92748,0,48,Part-time,Low,500,Male,Divorced,"High School",True,2020-04-19,2020-05-09,2020-05-09,2020-09-15
CUST-00004749,LN00003405,"Personal Loan",70626,0,54,Part-time,Low,348,Female,Single,"High School",False,2021-11-03,2021-11-13,2021-11-25,2022-03-02
CUST-00004842,LN00002075,"Home Loan",7960,0,39,Full-time,Low,562,Male,Single,Master,True,2019-01-16,2019-01-21,2019-01-29,2019-04-25
CUST-00000940,LN00003097,"Education Loan",36772,0,35,Self-employed,Medium,432,Male,Divorced,Master,False,2020-08-03,2020-08-27,2020-09-05,2020-11-22
CUST-00000088,LN00001086,"Education Loan",22520,0,39,Self-employed,High,643,Male,Single,Master,False,2019-08-29,2019-09-06,2019-09-16,2019-11-22
CUST-00000563,LN00003730,"Home Loan",50481,0,47,Full-time,Medium,475,Male,Single,PhD,False,2020-06-26,2020-07-23,2020-07-27,2020-09-30
CUST-00001269,LN00004329,"Home Loan",37408,0,29,Full-time,Medium,690,Male,Divorced,Master,True,2022-10-19,2022-10-23,2022-10-26,2023-03-26
CUST-00001491,LN00001488,"Car Loan",95006,0,36,Full-time,Medium,310,Male,Single,Bachelor,False,2022-09-04,2022-10-03,2022-10-10,2023-03-25
CUST-00004538,LN00000349,"Home Loan",58134,0,46,Self-employed,Low,500,Male,Single,"High School",False,2020-08-30,2020-09-22,2020-09-24,2021-01-27
CUST-00003080,LN00000414,"Personal Loan",21491,0,15,Full-time,Medium,302,Female,Divorced,Bachelor,False,2020-08-12,2020-08-18,2020-08-25,2021-01-05
CUST-00001573,LN00002454,"Education Loan",2341,0,25,Part-time,Medium,513,Male,Married,"High School",False,2019-10-12,2019-10-31,2019-11-02,2020-02-21
CUST-00004655,LN00003453,"Education Loan",45623,0,50,Part-time,Medium,606,Male,Married,"High School",True,2018-10-31,2018-10-31,2018-11-05,2018-12-28
CUST-00003172,LN00002564,"Personal Loan",91327,0,37,Part-time,Medium,843,Female,Divorced,Bachelor,False,2021-03-25,2021-03-27,2021-03-30,2021-07-19
CUST-00002801,LN00001010,"Home Loan",1338,0,19,Full-time,Medium,626,Male,Married,Bachelor,False,2020-02-12,2020-02-22,2020-03-05,2020-07-15
CUST-00003414,LN00004383,"Car Loan",72431,0,35,Self-employed,Medium,498,Female,Married,PhD,False,2020-09-14,2020-10-09,2020-10-22,2020-11-28
CUST-00001258,LN00000782,"Education Loan",13254,0,27,Self-employed,High,408,Male,Married,"High School",False,2021-08-16,2021-09-05,2021-09-19,2022-02-10
CUST-00004889,LN00003080,"Car Loan",52860,0,31,Full-time,Low,590,Female,Married,Master,False,2022-08-22,2022-08-31,2022-09-14,2022-10-24
CUST-00004786,LN00004453,"Education Loan",12344,0,26,Full-time,Medium,407,Male,Divorced,PhD,False,2018-09-29,2018-10-11,2018-10-18,2019-03-03
CUST-00004573,LN00002629,"Car Loan",2750,0,18,Self-employed,Low,707,Male,Married,Master,False,2018-05-03,2018-05-31,2018-06-06,2018-10-08
CUST-00004781,LN00003976,"Education Loan",55756,0,28,Part-time,High,351,Male,Married,PhD,False,2019-05-26,2019-05-28,2019-06-08,2019-11-06
CUST-00002420,LN00002187,"Car Loan",68957,0,33,Part-time,High,411,Male,Divorced,"High School",False,2018-10-06,2018-10-16,2018-10-20,2018-12-30
CUST-00001144,LN00003320,"Home Loan",59053,0,33,Self-employed,Low,594,Male,Divorced,Bachelor,False,2020-05-10,2020-05-29,2020-06-10,2020-07-15
CUST-00004638,LN00001207,"Home Loan",71855,0,23,Full-time,High,488,Female,Married,Bachelor,False,2021-10-22,2021-10-30,2021-11-12,2021-12-14
CUST-00004275,LN00003797,"Personal Loan",16896,0,29,Part-time,Medium,364,Male,Single,"High School",False,2022-04-06,2022-04-30,2022-05-14,2022-08-25
CUST-00003166,LN00004519,"Personal Loan",56761,0,57,Part-time,High,764,Female,Divorced,Bachelor,False,2020-06-16,2020-06-26,2020-07-08,2020-11-12
CUST-00002615,LN00004493,"Car Loan",63552,0,58,Part-time,Medium,557,Male,Divorced,"High School",False,2020-03-01,2020-03-09,2020-03-11,2020-06-13
CUST-00000748,LN00000305,"Car Loan",78454,0,26,Full-time,Low,630,Male,Married,"High School",False,2019-12-21,2020-01-02,2020-01-06,2020-06-23
CUST-00003490,LN00003455,"Education Loan",91600,0,48,Full-time,Low,800,Male,Single,"High School",False,2020-06-25,2020-07-03,2020-07-16,2020-09-19
CUST-00002634,LN00002274,"Personal Loan",28935,0,27,Part-time,Low,509,Female,Divorced,PhD,True,2022-07-12,2022-07-25,2022-07-28,2022-12-24
CUST-00003489,LN00000851,"Personal Loan",38641,0,16,Full-time,Low,388,Female,Divorced,Bachelor,False,2018-05-03,2018-05-18,2018-05-25,2018-10-26
CUST-00001848,LN00000495,"Education Loan",30711,0,13,Self-employed,Low,327,Female,Divorced,PhD,False,2022-10-03,2022-10-30,2022-11-09,2023-04-26
CUST-00004026,LN00003556,"Car Loan",71342,0,39,Full-time,Low,537,Female,Single,Master,False,2021-11-10,2021-11-26,2021-11-30,2022-05-07
CUST-00001146,LN00002675,"Personal Loan",13182,0,52,Self-employed,Medium,635,Female,Divorced,"High School",False,2019-02-01,2019-02-25,2019-03-06,2019-07-25
CUST-00002105,LN00003431,"Car Loan",88833,0,38,Part-time,Low,362,Male,Divorced,Bachelor,False,2018-10-28,2018-11-11,2018-11-20,2019-05-02
CUST-00003857,LN00003150,"Home Loan",57276,0,42,Part-time,High,799,Male,Single,Master,False,2021-11-18,2021-12-15,2021-12-19,2022-04-06
CUST-00002769,LN00003348,"Car Loan",20541,0,52,Self-employed,Medium,840,Female,Divorced,"High School",False,2019-08-26,2019-09-22,2019-09-23,2020-01-02
CUST-00004060,LN00003950,"Home Loan",95457,0,47,Part-time,Medium,768,Female,Single,Master,False,2019-08-16,2019-08-26,2019-09-03,2019-12-22
CUST-00001809,LN00000505,"Home Loan",83310,0,58,Part-time,Medium,350,Male,Single,PhD,False,2018-08-04,2018-08-15,2018-08-29,2018-12-13
CUST-00000410,LN00004703,"Education Loan",45813,0,54,Part-time,Medium,411,Male,Single,PhD,True,2022-12-18,2023-01-16,2023-01-21,2023-02-28
CUST-00000646,LN00002655,"Education Loan",38198,0,12,Full-time,Low,600,Female,Married,Bachelor,False,2018-01-01,2018-01-11,2018-01-21,2018-04-30
CUST-00003921,LN00003407,"Home Loan",9820,0,40,Full-time,Low,389,Female,Divorced,Master,False,2021-03-13,2021-04-10,2021-04-10,2021-06-01
CUST-00001552,LN00003518,"Education Loan",25070,0,12,Self-employed,Low,528,Male,Divorced,Master,False,2021-06-27,2021-07-14,2021-07-16,2021-11-08
CUST-00001114,LN00002705,"Personal Loan",70768,0,19,Self-employed,High,449,Female,Divorced,PhD,False,2021-04-09,2021-05-02,2021-05-05,2021-06-20
CUST-00003588,LN00003765,"Personal Loan",12122,0,27,Full-time,Low,437,Male,Single,PhD,True,2020-09-19,2020-10-13,2020-10-22,2021-02-26
CUST-00000062,LN00001580,"Car Loan",81559,0,39,Part-time,Low,434,Female,Married,Bachelor,False,2018-05-14,2018-05-25,2018-06-03,2018-11-02
CUST-00001236,LN00001762,"Home Loan",74543,0,33,Full-time,High,756,Female,Single,"High School",False,2021-01-04,2021-01-11,2021-01-24,2021-03-19
CUST-00004344,LN00004133,"Car Loan",84441,0,29,Part-time,Low,793,Male,Divorced,Bachelor,False,2022-02-12,2022-03-08,2022-03-09,2022-07-28
